Taxon,Region,LifeForm,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source
Taraxacum latisectum,Azores,Vascular plants,established,1984,1984,,"Sch�fer, H. (2003)"
Taraxacum maderense,Azores,Vascular plants,established,1984,1984,,"Sch�fer, H. (2003)"
Taraxacum officibale,Taiwan,Vascular plants,,1976,1976,,Wu et al. (2010)
Taraxacum officinale,Chile,Vascular plants,,1875,1875,,Nicol Fuentes
Taraxacum officinale,Japan,Vascular plants,,1904,1904,,ASJ
Taraxacum officinale,Kerguelen Islands,Vascular plants,,1958,1958,,Frenot (2001)
Taraxacum officinale,Kermadec Islands,Vascular plants,casual,1908,1908,,"Sykes, W. R. et al. (2000)"
Taraxacum officinale,Reunion,Vascular plants,,1978,1978,,Frenot (2001)
Taraxacum officinale,Saint Pierre and Miquelon,Vascular plants,established,1818,1816 - 1819,NEW_random,GISD
Taraxacum officinale,Zimbabwe,Vascular plants,established,1943,1943,Herbarium record,Maroyi A (2012)
Taraxacum officinale complex,Taiwan,Vascular plants,,1975,1975,,CABI ISC
Taraxacum palustre,Canada,Vascular plants,alien,1989,1989,,GISD
Taraxacum perssonii,Azores,Vascular plants,established,1937,1937,,"Sch�fer, H. (2003)"
Taraxacum simile,Azores,Vascular plants,casual,1984,1984,,"Sch�fer, H. (2003)"
Taraxacum sinicum,Russia,Vascular plants,casual,1993,1993 - 1993,,DAISIE
Taraxacum squamulosum,Australia,Vascular plants,,1949,1949,Herbarium record,Australia Virtual Herbarium
Tarenaya hassleriana,Australia,Vascular plants,,1888,1888,Herbarium record,Australia Virtual Herbarium
Taxodium distichum,Belgium,Vascular plants,casual,2000,2000,,"Verloove F, (2006)"
Tecoma capensis,Australia,Vascular plants,,1916,1916,Herbarium record,Australia Virtual Herbarium
Tecoma capensis,Azores,Vascular plants,established,1952,1952,,"Sch�fer, H. (2003)"
Tecoma capensis,India,Vascular plants,,1845,1845,,Jaryan et al. (2013)
Tecoma capensis,Madeira,Vascular plants,established,1914,1914 - 1914,,DAISIE
Tecoma radicans,Belgium,Vascular plants,casual,2004,2004,,DAISIE
Tecoma radicans,Corse,Vascular plants,established,2001,2001,,DAISIE
Tecoma radicans,Russia,Vascular plants,casual,1983,1983 - 1983,,DAISIE
Tecoma radicans,Slovakia,Vascular plants,casual,2010,2010,,DAISIE
Tecoma stans,Australia,Vascular plants,,1973,1973,Herbarium record,Australia Virtual Herbarium
Tecoma stans,French Polynesia,Vascular plants,alien,1845,1845 - 1845,,GISD
Tecoma stans,New Caledonia,Vascular plants,established,1904,1904 - 1904,,GISD
Tecoma stans,Reunion,Vascular plants,established,1856,1856 - 1856,,GISD
Tecoma stans,South Africa,Vascular plants,,1858,1858,Herbarium record,Henderson (2006)
Tecoma stans,Zimbabwe,Vascular plants,casual,1981,1981,Herbarium record,Maroyi A (2012)
Tectona grandis,Taiwan,Vascular plants,,1915,1915,,Wu et al. (2010)
Teesdalia nudicaulis,Chile,Vascular plants,,1988,1988,,Nicol Fuentes
Teesdalia nudicaulis,Romania,Vascular plants,casual,1816,1816 - 1816,,DAISIE
Telekia speciosa,Austria,Vascular plants,,1913,1913,,Essl F et al. (2014)
Telekia speciosa,Belgium,Vascular plants,established,1870,1870,,"Verloove F, (2006)"
Telekia speciosa,Czech Republic,Vascular plants,invasive,1820,ca 1820,,Py�ek et al. (2012)
Telekia speciosa,Estonia,Vascular plants,casual,1999,1999 - 1999,,DAISIE
Telekia speciosa,Ireland,Vascular plants,,1999,1999,,"Reynolds, S. C. P. (2002)"
Telekia speciosa,Lithuania,Vascular plants,established,1957,1957 - 1957,,DAISIE
Telekia speciosa,Norway,Vascular plants,established,1943,1943 - 1943,,GISD
Telekia speciosa,Sweden,Vascular plants,established,1895,1895,,DAISIE
Telekia speciosa,United Kingdom,Vascular plants,established,1914,1914,,Roy H et al. (2012) 
Teline monspessulana,Azores,Vascular plants,established,1894,1894,,"Sch�fer, H. (2003)"
Teline monspessulana,Chile,Vascular plants,,1847,1847,,Nicol Fuentes
Tellima grandiflora,Belgium,Vascular plants,established,1932,1932,,"Verloove F, (2006)"
Tellima grandiflora,Ireland,Vascular plants,,1958,1958,,"Reynolds, S. C. P. (2002)"
Tellima grandiflora,Norway,Vascular plants,established,1977,1977 - 1977,,GISD
Tellima grandiflora,United Kingdom,Vascular plants,established,1866,1866,,Roy H et al. (2012) 
Tephroseris palustris,Norway,Vascular plants,established,1917,1917 - 1917,,GISD
Tephrosia candida,Australia,Vascular plants,,1959,1959,Herbarium record,Australia Virtual Herbarium
Tephrosia candida,Taiwan,Vascular plants,,1928,1928,,Wu et al. (2010)
Tephrosia elegans,Australia,Vascular plants,,1990,1990,Herbarium record,Australia Virtual Herbarium
Tephrosia glomeruliflora,Australia,Vascular plants,,1920,1920,Herbarium record,Australia Virtual Herbarium
Tephrosia grandiflora,Australia,Vascular plants,,1951,1951,Herbarium record,Australia Virtual Herbarium
Tephrosia inandensis,Australia,Vascular plants,,2011,2011,Herbarium record,Australia Virtual Herbarium
Tephrosia noctiflora,Australia,Vascular plants,,1975,1975,Herbarium record,Australia Virtual Herbarium
Tephrosia noctiflora,Taiwan,Vascular plants,,1962,1962,,Wu et al. (2010)
Tephrosia oblongata,Australia,Vascular plants,,2010,2010,Herbarium record,Australia Virtual Herbarium
Tephrosia purpurea,Hawaiian Islands,Vascular plants,,1000,1000,Herbarium record,"Wester, L. (1992)"
Tephrosia rosea,Australia,Vascular plants,,1967,1967,Herbarium record,Australia Virtual Herbarium
Tephrosia tinctoria,Australia,Vascular plants,,1957,1957,Herbarium record,Australia Virtual Herbarium
Tephrosia vogelii,Zimbabwe,Vascular plants,established,1919,1919,Herbarium record,Maroyi A (2012)
Teramnus labialis,Australia,Vascular plants,,1974,1974,Herbarium record,Australia Virtual Herbarium
Terminalia catappa,Hawaiian Islands,Vascular plants,,1888,1888,Herbarium record,"Wester, L. (1992)"
Terminalia catappa,Mayotte,Vascular plants,established,1870,1870 - 1870,,GISD
Terminalia catappa,Socotra Island,Vascular plants,,1998,1998,,Senan et al. (2012)
Terminalia porphyrocarpa,Australia,Vascular plants,,1990,1990,Herbarium record,Australia Virtual Herbarium
Tetraclinis articulata,Cyprus,Vascular plants,established,1909,1900 - 1909,NEW_random,DAISIE
Tetradium danielii,Slovakia,Vascular plants,casual,2003,2003,,"Medveck�, J. et al. (2012)"
Tetradium daniellii,Poland,Vascular plants,established,1928,1928,,"Tokarska-Guzik, B. (2005)"
Tetradium daniellii,Slovakia,Vascular plants,casual,2003,2003,,DAISIE
Tetragonia decumbens,Australia,Vascular plants,,1916,1916,Herbarium record,Australia Virtual Herbarium
Tetragonia microptera,Australia,Vascular plants,,1968,1968,Herbarium record,Australia Virtual Herbarium
Tetragonia nigrescens,Australia,Vascular plants,,2006,2006,Herbarium record,Australia Virtual Herbarium
Tetragonia tetragonioides,Austria,Vascular plants,,1923,1923,,Essl F et al. (2014)
Tetragonia tetragonioides,Azores,Vascular plants,established,1857,1857,,"Sch�fer, H. (2003)"
Tetragonia tetragonioides,Belgium,Vascular plants,casual,1888,1888,,"Verloove F, (2006)"
Tetragonia tetragonioides,Chile,Vascular plants,,1847,1847,,Nicol Fuentes
Tetragonia tetragonioides,Corse,Vascular plants,established,1994,1994,,DAISIE
Tetragonia tetragonioides,Czech Republic,Vascular plants,casual,1918,1918,,Py�ek et al. (2012)
Tetragonia tetragonioides,Hawaiian Islands,Vascular plants,,1909,1909,,CABI ISC
Tetragonia tetragonioides,Madeira,Vascular plants,established,1864,1864 - 1864,,DAISIE
Tetragonia tetragonioides,Poland,Vascular plants,casual,1931,1931,,DAISIE
Tetragonia tetragonioides,Portugal,Vascular plants,established,1909,NULL - 1909,,DAISIE
Tetragonia tetragonioides,United Kingdom,Vascular plants,casual,1911,1911,,Roy H et al. (2012) 
Tetragonia tetragonioides,United States,Vascular plants,,1891,1891,,CABI ISC
Tetragonolobus maritimus,United Kingdom,Vascular plants,established,1875,1875,,Stace and Crawley (2015)
Tetragonolobus purpureus,Romania,Vascular plants,casual,1960,1960 - 1960,,DAISIE
Tetrapanax papyrifer,Australia,Vascular plants,,1950,1950,Herbarium record,Australia Virtual Herbarium
Tetrapanax papyrifer,Azores,Vascular plants,established,1987,1987,,"Sch�fer, H. (2003)"
Tetrapanax papyrifer,Lord Howe Island,Vascular plants,,1965,1965,,Pickard (1998)
Tetrazygia bicolor,Hawaiian Islands,Vascular plants,,1932,1932,Herbarium record,"Wester, L. (1992)"
Teucrium botrys,Estonia,Vascular plants,casual,1904,1904 - 1904,,DAISIE
Teucrium botrys,United Kingdom,Vascular plants,established,1844,1844,,Roy H et al. (2012) 
Teucrium capitatum,Czech Republic,Vascular plants,casual,1960,1960,,Py�ek et al. (2012)
Teucrium chamaedrys,Estonia,Vascular plants,casual,1915,1915 - 1915,,DAISIE
Teucrium chamaedrys,Ireland,Vascular plants,,1840,1840,,"Reynolds, S. C. P. (2002)"
Teucrium hircanicum,Belgium,Vascular plants,casual,2012,2012,,DAISIE
Teucrium polium,Czech Republic,Vascular plants,alien,1960,1960,,GISD
Teucrium resupinatum,Belgium,Vascular plants,casual,1998,1998,,"Verloove F, (2006)"
Teucrium scorodonia,Azores,Vascular plants,established,1993,1993,,"Sch�fer, H. (2003)"
Teucrium scorodonia,Canada,Vascular plants,,1903,1903,Herbarium record,Lavoie et al. (2012)
Teucrium scorodonia,Czech Republic,Vascular plants,alien,1806,1806,,GISD
Thalia geniculata,Australia,Vascular plants,,1985,1985,Herbarium record,Australia Virtual Herbarium
Thalictrum aquilegiifolium,Belgium,Vascular plants,casual,1856,1856,,"Verloove F, (2006)"
Thalictrum aquilegiifolium,Norway,Vascular plants,established,1904,1904 - 1904,,GISD
Thalictrum aquilegiifolium,United Kingdom,Vascular plants,established,1905,1905 (publication),,Roy H et al. (2012) 
Thalictrum delavayi,Norway,Vascular plants,established,1994,1994 - 1994,,GISD
Thalictrum delavayi,United Kingdom,Vascular plants,established,1978,1978,,Roy H et al. (2012) 
Thalictrum lucidum,Norway,Vascular plants,casual,2007,2007 - 2007,,GISD
Thalictrum minus,Latvia,Vascular plants,casual,1852,1852 - 1852,,DAISIE
Thalictrum minus,Norway,Vascular plants,established,1953,1953 - 1953,,GISD
Thalictrum speciosissimum,Belgium,Vascular plants,casual,2011,2011,,DAISIE
Thalictrum speciosissimum,Norway,Vascular plants,casual,1951,1951 - 1951,,GISD
Thamnocalamus tessellatus,Azores,Vascular plants,established,1971,1971,,"Sch�fer, H. (2003)"
Thapsia villosa,Corse,Vascular plants,established,1985,1985,,DAISIE
Thaumastochloa major,Australia,Vascular plants,,1981,1981,Herbarium record,Australia Virtual Herbarium
Thelesperma megapotamicum,Norway,Vascular plants,casual,1927,1927 - 1927,,GISD
Themeda intermedia,Australia,Vascular plants,,1987,1987,Herbarium record,Australia Virtual Herbarium
Themeda quadrivalvis,Australia,Vascular plants,,1935,1935,Herbarium record,Australia Virtual Herbarium
Themeda quadrivalvis,New Caledonia,Vascular plants,established,1800,1800,,GISD
Themeda triandra,Taiwan,Vascular plants,,1978,1978,,Wu et al. (2010)
Themeda villosa,Hawaiian Islands,Vascular plants,,1924,1924,Herbarium record,"Wester, L. (1992)"
Thermopsis fabacea,Norway,Vascular plants,casual,1962,1962 - 1962,,GISD
Thermopsis montana,Norway,Vascular plants,casual,1944,1944 - 1944,,GISD
Thermopsis montana,United Kingdom,Vascular plants,established,1925,1925,,Roy H et al. (2012) 
Thesium arvense,Estonia,Vascular plants,casual,1925,1925 - 1925,,DAISIE
Thesium arvense,Latvia,Vascular plants,established,1905,1905 - 1905,,DAISIE
Thespesia populnea,Hawaiian Islands,Vascular plants,,1000,1000,Herbarium record,"Wester, L. (1992)"
Thespesia populnea,Socotra Island,Vascular plants,,1998,1998,,Senan et al. (2012)
Thevetia peruviana,Cyprus,Vascular plants,casual,1960,1960 - 1970,NEW_random,DAISIE
Thinopyrum elongatum,Australia,Vascular plants,,2004,2004,Herbarium record,Australia Virtual Herbarium
Thinopyrum junceiforme,Australia,Vascular plants,,1933,1933,Herbarium record,Australia Virtual Herbarium
Thinopyrum ponticum,Canada,Vascular plants,,1996,1996,Herbarium record,Lavoie et al. (2012)
Thladiantha calcarata,Austria,Vascular plants,,1928,1928,,Essl F et al. (2014)
Thladiantha dubia,Austria,Vascular plants,,1946,1946,,Essl F et al. (2014)
Thladiantha dubia,Canada,Vascular plants,,1948,1948,Herbarium record,Lavoie et al. (2012)
Thladiantha dubia,Czech Republic,Vascular plants,casual,1939,1939,,Py�ek et al. (2012)
Thladiantha dubia,Kyrgyzstan,Vascular plants,,1969,1969,,Lazkov G A & Sultanova AB (2011)
Thladiantha dubia,Lithuania,Vascular plants,established,1988,1988 - 1988,,DAISIE
Thladiantha dubia,Norway,Vascular plants,casual,1915,1915 - 1915,,GISD
Thladiantha dubia,Poland,Vascular plants,established,1917,1917,,"Tokarska-Guzik, B. (2005)"
Thladiantha dubia,Romania,Vascular plants,established,1957,1957 - 1957,,DAISIE
Thladiantha dubia,Russia,Vascular plants,established,1899,1899 - 1899,,DAISIE
Thladiantha dubia,Slovakia,Vascular plants,casual,1898,1898,,"Medveck�, J. et al. (2012)"
Thlaspi alliaceum,Belgium,Vascular plants,casual,1850,<1850 ,,"Verloove F, (2006)"
Thlaspi alliaceum,Poland,Vascular plants,casual,1927,1927,,DAISIE
Thlaspi alliaceum,Slovakia,Vascular plants,casual,1907,1907,,"Medveck�, J. et al. (2012)"
Thlaspi alliaceum,United Kingdom,Vascular plants,established,1923,1923,,Roy H et al. (2012) 
Thlaspi arvense,Australia,Vascular plants,,1934,1934,Herbarium record,Australia Virtual Herbarium
Thlaspi arvense,Azores,Vascular plants,casual,1974,1974,,"Sch�fer, H. (2003)"
Thlaspi arvense,Chile,Vascular plants,,1985,1985,,Nicol Fuentes
Thlaspi arvense,Denmark,Vascular plants,established,1580,1580 - 1580,,DAISIE
Thlaspi arvense,Iceland,Vascular plants,casual,1892,1892,,Wasowicz P et al. (2013)
Thlaspi arvense,Ireland,Vascular plants,,1866,1866,,"Reynolds, S. C. P. (2002)"
Thlaspi arvense,Norway,Vascular plants,casual,1897,1897 - 1897,,GISD
Thlaspi arvense,Sweden,Vascular plants,established,1921,1921 - 1921,,DAISIE
Thlaspi arvense,Taiwan,Vascular plants,,2006,2006,,Wu et al. (2010)
Thlaspi arvense,United Kingdom,Vascular plants,established,1548,1548,,Roy H et al. (2012) 
Thlaspi brachypetalum,Belgium,Vascular plants,casual,1949,1949,,"Verloove F, (2006)"
Thlaspi caerulescens,Belgium,Vascular plants,casual,1949,1949,,DAISIE
Thlaspi caerulescens,Denmark,Vascular plants,established,1842,1842 - 1842,,DAISIE
Thlaspi caerulescens,Estonia,Vascular plants,casual,1823,1823 - 1823,,DAISIE
Thlaspi caerulescens,Lithuania,Vascular plants,established,1971,1971 - 1971,,DAISIE
Thlaspi caerulescens,Norway,Vascular plants,established,1874,1874 - 1874,,GISD
Thlaspi caerulescens,Sweden,Vascular plants,established,1809,1809,,DAISIE
Thlaspi macrophyllum,United Kingdom,Vascular plants,established,1964,1964,,Roy H et al. (2012) 
Thlaspi perfoliatum,Denmark,Vascular plants,established,1892,1892 - 1892,,DAISIE
Thlaspi perfoliatum,Estonia,Vascular plants,casual,1823,1823 - 1823,,DAISIE
Thlaspi perfoliatum,Lithuania,Vascular plants,casual,1939,1939 - 1939,,DAISIE
Thlaspi perfoliatum,Sweden,Vascular plants,established,1920,1920,,DAISIE
Thomasia foliosa,Australia,Vascular plants,,1996,1996,Herbarium record,Australia Virtual Herbarium
Thuja occidentalis,Austria,Vascular plants,,1947,1947,,Essl F et al. (2014)
Thuja occidentalis,Belgium,Vascular plants,casual,2007,2007,,DAISIE
Thuja occidentalis,Czech Republic,Vascular plants,casual,2012,2012,,Py�ek et al. (2012)
Thuja occidentalis,Denmark,Vascular plants,casual,1973,1973 - 1973,,DAISIE
Thuja occidentalis,Estonia,Vascular plants,established,1993,1993 - 1993,,DAISIE
Thuja occidentalis,Norway,Vascular plants,established,1952,1952 - 1952,,GISD
Thuja occidentalis,Sweden,Vascular plants,established,1891,1891 - 1891,,DAISIE
Thuja orientalis,Austria,Vascular plants,,1877,1877,,Essl F et al. (2014)
Thuja plicata,Austria,Vascular plants,,1995,1995,,Essl F et al. (2014)
Thuja plicata,Belgium,Vascular plants,casual,2004,2004,,"Verloove F, (2006)"
Thuja plicata,Estonia,Vascular plants,established,1993,1993 - 1993,,DAISIE
Thuja plicata,Finland,Vascular plants,alien,1893,1893 - 1893,,DAISIE
Thuja plicata,Poland,Vascular plants,established,1824,1824,,"Tokarska-Guzik, B. (2005)"
Thuja plicata,Sweden,Vascular plants,established,1600,1600,,DAISIE
Thuja plicata,United Kingdom,Vascular plants,established,1954,1954,,Roy H et al. (2012) 
Thunbergia alata,Australia,Vascular plants,,1887,1887,Herbarium record,Australia Virtual Herbarium
Thunbergia alata,Hawaiian Islands,Vascular plants,,1865,1865,Herbarium record,"Wester, L. (1992)"
Thunbergia alata,Taiwan,Vascular plants,,1904,1904,,Wu et al. (2010)
Thunbergia fragrans,Australia,Vascular plants,,1977,1977,Herbarium record,Australia Virtual Herbarium
Thunbergia fragrans,Hawaiian Islands,Vascular plants,,1916,1916,Herbarium record,"Wester, L. (1992)"
Thunbergia fragrans,Taiwan,Vascular plants,,2002,2002,,Wu et al. (2010)
Thunbergia grandiflora,Australia,Vascular plants,,1952,1952,Herbarium record,Australia Virtual Herbarium
Thunbergia grandiflora,New Caledonia,Vascular plants,,1969,1969,,"Hequet, V. et al. (2009)"
Thunbergia grandiflora,Taiwan,Vascular plants,,1929,1929,,Wu et al. (2010)
Thunbergia laurifolia,Australia,Vascular plants,,1987,1987,Herbarium record,Australia Virtual Herbarium
Thunbergia laurifolia,New Caledonia,Vascular plants,,1950,1950,,"Hequet, V. et al. (2009)"
Thunbergia mysorensis,Australia,Vascular plants,,1998,1998,Herbarium record,Australia Virtual Herbarium
Thunbergia mysorensis,New Caledonia,Vascular plants,,1967,1967,,"Hequet, V. et al. (2009)"
Thymelaea passerina,Australia,Vascular plants,,1955,1955,Herbarium record,Australia Virtual Herbarium
Thymelaea passerina,Canada,Vascular plants,,2006,2006,Herbarium record,Lavoie et al. (2012)
Thymophylla tenuiloba,Australia,Vascular plants,,2004,2004,Herbarium record,Australia Virtual Herbarium
Thymus odoratissimus,Norway,Vascular plants,casual,2006,2006 - 2006,,GISD
Thymus pannonicus,Belgium,Vascular plants,casual,1886,1886,,"Verloove F, (2006)"
Thymus praecox,Czech Republic,Vascular plants,casual,1974,1974,,Py�ek et al. (2012)
Thymus praecox,Norway,Vascular plants,established,1935,1935 - 1935,,GISD
Thymus pulegioides,Belgium,Vascular plants,casual,1886,1886,,DAISIE
Thymus pulegioides,Canada,Vascular plants,,1943,1943,Herbarium record,Lavoie et al. (2012)
Thymus pulegioides,Latvia,Vascular plants,casual,1926,1926 - 1926,,DAISIE
Thymus vulgaris,Austria,Vascular plants,,1859,1859,,Essl F et al. (2014)
Thymus vulgaris,Azores,Vascular plants,established,1934,1934,,"Sch�fer, H. (2003)"
Thymus vulgaris,Belgium,Vascular plants,casual,1899,1899,,"Verloove F, (2006)"
Thymus vulgaris,Norway,Vascular plants,casual,2001,2001 - 2001,,GISD
Thymus vulgaris,United Kingdom,Vascular plants,established,1928,1928 (publication),,Roy H et al. (2012) 
